Run,Lumi,Event,MR,Rsq,HT,MET,nJets,nBJets
148029,388,303079578,440.519,0.00767193,222.919,11.5958,2,0
148029,388,303107130,277.549,0.0151109,192.613,11.2649,2,0
148029,388,303084978,622.516,0.00831814,226.93,33.981,3,0
148029,388,302315459,259.489,0.0271247,242.39,15.5604,3,0
148029,388,302321883,389.233,0.0103613,313.274,10.9578,4,0
148029,388,302323171,320.224,0.0234019,220.099,19.0214,2,0
148029,388,302330747,584.17,0.00102481,319.372,2.5377,3,0
148029,388,302345843,231.251,0.0374042,170.387,24.2922,2,0
148029,388,302347643,247.597,0.0153817,188.19,9.87346,2,0
148029,388,302355283,565.874,0.00112551,165.334,4.50708,2,0
148029,388,302368315,168.823,0.0217684,179.911,6.43033,3,0
148029,388,302366675,552.94,0.00330013,199.08,11.3497,2,0
148029,388,302377219,215.449,0.021478,191.58,8.90695,2,0
148029,388,302374443,339.641,0.0109387,204.918,14.473,3,0
148029,388,302417643,221.274,0.0237814,194.334,11.3469,2,0
148029,388,302430187,511.6,0.0110669,236.143,22.4739,2,0
148029,388,302425331,499.597,0.00525951,510.782,4.79136,3,0
148029,388,302444779,530.645,0.00594556,330.169,10.6694,2,0
148029,388,302447651,379.851,0.0117253,293.065,12.493,3,0
148029,388,302470547,346.065,0.00768442,201.658,9.25966,2,0
148029,388,302480675,246.856,0.0237247,233.719,12.6961,3,0
148029,388,302480803,829.322,0.00354565,212.873,21.9235,3,0
148029,388,302509059,242.999,0.0158556,207.837,8.14306,2,0
148029,388,302523379,283.13,0.0102697,197.104,8.39618,2,0
148029,388,302520507,402.771,0.0140246,303.233,18.6385,3,0
148029,388,302523179,243.937,0.0318241,232.112,16.0116,2,0
148029,388,302525939,243.488,0.0808317,217.37,35.5015,2,0
148029,388,302527739,205.364,0.0654883,235.812,20.9361,3,0
148029,388,302538899,486.827,0.00380519,196.711,8.78792,2,0
148029,388,302544411,404.587,0.0116185,263.389,13.1209,2,0
148029,388,302551659,172.578,0.0247136,170.113,7.96471,2,0
148029,388,302554059,332.75,0.00989259,236.363,8.27894,2,0
148029,388,302588243,136.671,0.0171383,128.978,4.65884,2,0
148029,388,302593019,226.666,0.0329938,212.991,18.0004,3,0
148029,388,302596107,470.546,0.0026381,183.699,5.92035,2,0
148029,388,302609683,219.901,0.0303115,175.712,15.8616,2,0
148029,388,302596955,203.982,0.040433,199.271,13.6059,2,0
148029,388,302628187,366.08,0.00541235,344.428,4.0963,2,0
148029,388,302638427,467.39,0.00197515,240.613,9.3218,3,0
148029,388,302588403,1458.41,0.0023938,852.01,13.3452,5,0
148029,388,302625963,183.101,0.0133276,204.563,5.33764,3,0
148029,388,302638219,412.42,0.0249119,326.484,21.4001,2,0
148029,388,302651347,238.106,0.031004,216.503,16.4414,2,0
148029,388,302649219,271.757,0.0354628,271.406,18.1838,2,0
148029,388,302649539,368.792,0.00613204,289.562,8.19876,3,0
148029,388,302655667,555.331,0.0138794,356.143,24.6299,2,0
148029,388,302659267,763.301,0.000689144,232.256,8.58388,3,0
148029,388,302664883,222.427,0.0349299,221.337,15.2438,2,0
148029,388,302675123,137.088,0.0246637,135.322,20.9252,2,0
148029,388,302699387,339.43,0.0278904,249.325,27.2544,3,0
148029,388,302706899,361.626,0.00882124,366.591,6.78105,4,0
148029,388,302720611,269.552,0.0199042,272.071,10.6026,3,0
148029,388,302727211,241.841,0.0401065,213.897,25.1306,2,0
148029,388,302720347,352.22,0.0145715,355.541,10.4814,3,0
148029,388,302748699,328.767,0.0205435,313.806,13.8461,2,0
148029,388,302759315,501.916,0.00661101,258.461,11.6527,2,0
148029,388,302771179,128.095,0.032574,121.242,8.19006,2,0
148029,388,302763427,198.494,0.0368326,196.807,13.8266,2,0
148029,388,302762123,551.844,0.000690245,275.729,2.43523,3,0
148029,388,302784507,438.561,0.00313005,220.601,11.2178,3,0
148029,388,302766939,393.908,0.0175112,385.869,13.8869,2,0
148029,388,302797811,265.474,0.0371178,230.647,21.5021,2,0
148029,388,302720123,295.062,0.0325146,243.943,28.1311,3,0
148029,388,302817379,351.821,0.0266427,322.4,18.0345,2,0
148029,388,302816163,260.881,0.0791405,271.641,38.2365,3,0
148029,388,302826019,189.17,0.0760094,184.012,25.0478,2,0
148029,388,302850819,282.173,0.0212261,235.542,11.9179,2,0
148029,388,302858163,157.17,0.0469155,145.074,14.0182,2,0
148029,388,302860867,371.922,0.0040976,213.481,5.27257,2,0
148029,388,302881251,232.599,0.0251637,193.736,15.5834,2,0
148029,388,302894019,252.396,0.0287529,251.004,15.0228,2,0
148029,388,302888891,224.89,0.0388964,221.797,19.6297,3,0
148029,388,302917995,265.829,0.0116598,245.104,9.66044,3,0
148029,388,302911339,509.726,0.0008651,438.589,1.08632,3,0
148029,388,302925715,468.743,0.0172769,258.613,29.3123,3,0
148029,388,302901563,608.562,0.00196059,308.361,5.91781,3,0
148029,388,302936723,314.462,0.0286359,289.982,19.5369,3,0
148029,388,302987043,252.745,0.0331187,226.464,21.2244,2,0
148029,388,302996875,527.696,0.00141539,332.566,2.65347,2,0
148029,388,303037707,219.371,0.0481554,215.293,18.8078,2,0
148029,388,303032515,299.078,0.0317809,194.93,30.2917,2,0
148029,388,303058419,256.355,0.00958551,230.235,5.19489,3,0
148029,388,303067371,503.112,0.0345897,449.22,38.2211,3,1
148029,388,303075075,253.643,0.00895166,171.82,6.67817,2,0
148029,388,303081739,371.25,0.00840031,239.922,10.9991,3,0
148029,388,303102491,459.639,0.00442289,208.146,8.56654,2,0
148029,388,303107435,230.358,0.0657579,275.671,32.8806,4,0
148029,388,302338292,437.046,0.00317621,322.441,4.6855,3,0
148029,388,302328132,168.867,0.0123854,166.761,5.19225,2,0
148029,388,302345212,192.791,0.0222678,190.204,8.45447,2,0
148029,388,302338908,671.852,0.00378234,226.477,19.1972,3,0
148029,388,302356212,490.92,0.00683896,197.482,14.4903,2,0
148029,388,302365588,201.777,0.0780926,194.434,21.787,2,0
148029,388,302365428,225.468,0.0245898,213.07,10.6977,2,0
148029,388,302364676,500.054,0.00900984,230.402,32.4572,3,0
148029,388,302379268,400.292,0.012209,400.07,9.3715,2,0
148029,388,302368652,240.575,0.0335048,305.765,17.3273,3,0
148029,388,302384588,243.856,0.0122866,176.741,9.52406,2,0
148029,388,302380796,478.584,0.0118997,296.413,17.6052,2,0
148029,388,302391204,497.945,0.0133773,284.987,34.0472,3,0
148029,388,302398132,461.808,0.00968405,279.101,13.4931,3,0
148029,388,302399572,224.938,0.0190609,221.434,6.96846,2,0
148029,388,302376660,939.999,0.00114024,215.065,9.40339,3,0
148029,388,302400228,222.428,0.0228581,192.428,9.43167,2,0
148029,388,302437004,189.28,0.0700412,157.749,26.081,2,0
148029,388,302454084,535.514,0.00533986,263.994,10.698,2,0
148029,388,302496804,273.505,0.0192787,176.24,15.4741,2,0
148029,388,302476596,240.715,0.0090842,213.645,5.66989,3,0
148029,388,302520012,143.821,0.0137976,141.018,3.897,2,0
148029,388,302533548,216.358,0.032557,214.143,14.2145,2,0
148029,388,302547948,233.376,0.0308715,221.449,15.2861,2,0
148029,388,302541924,159.093,0.0150236,158.308,4.59392,2,1
148029,388,302558236,189.894,0.0681828,182.807,22.9784,2,0
148029,388,302578140,533.275,0.00627327,212.403,15.4661,2,0
148029,388,302578484,578.583,0.00118425,281.354,2.8601,2,0
148029,388,302596700,572.244,0.00642209,303.924,14.6837,4,0
148029,388,302598972,511.765,0.00425318,199.15,11.0342,2,0
148029,388,302623204,252.365,0.0177869,156.938,16.5771,2,0
148029,388,302698468,199.736,0.0267957,140.614,13.5315,2,0
148029,388,302710572,283.699,0.0189829,242.045,15.634,3,0
148029,388,302712244,344.287,0.0307044,218.759,25.0801,2,0
148029,388,302705044,264.218,0.0386754,247.581,19.0788,3,0
148029,388,302734332,159.206,0.0474752,203.442,14.8589,3,0
148029,388,302734324,772.395,0.000398609,155.808,3.68576,2,0
148029,388,302736364,258.889,0.0242133,200.032,15.9886,2,0
148029,388,302731580,293.956,0.0263289,280.033,15.7693,2,0
148029,388,302758724,564.697,0.00716218,534.492,11.6807,3,0
148029,388,302770972,420.528,0.010961,246.819,14.0348,2,0
148029,388,302787620,284.562,0.0290494,228.068,18.3172,2,0
148029,388,302776500,434.214,0.0222584,371.548,19.7639,2,0
148029,388,302813380,157.099,0.0101619,156.853,2.98858,2,0
148029,388,302811524,205.756,0.0373373,207.881,16.0326,3,0
148029,388,302805012,614.322,0.0296346,455.314,41.8545,4,0
148029,388,302795004,375.945,0.0138666,339.157,11.5812,2,1
148029,388,302822804,200.918,0.014628,182.562,6.87745,2,0
148029,388,302850988,251.702,0.00784588,175.192,6.41415,2,0
148029,388,302858252,253.931,0.0330915,249.354,15.3528,2,0
148029,388,302888316,243.323,0.0527383,200.144,28.7795,2,0
148029,388,302888180,275.529,0.0140365,252.29,7.45878,2,0
148029,388,302921884,181.393,0.00541142,148.928,1.89548,2,0
148029,388,302912036,345.434,0.0216065,344.858,14.0204,2,0
148029,388,302938836,162.56,0.0646181,159.093,17.9675,2,0
148029,388,302981860,245.968,0.0538242,218.741,28.3675,3,1
148029,388,302983804,218.659,0.0427332,209.271,16.6172,2,0
148029,388,302990500,153.457,0.288739,150.644,69.5138,2,0
148029,388,302978324,764.173,0.0015162,306.945,10.3584,4,0
148029,388,303009820,355.202,0.0157854,209.139,17.7846,2,0
148029,388,303042292,259.466,0.0324342,209.165,16.166,2,0
148029,388,303039892,184.236,0.0408388,254.846,15.4838,4,0
148029,388,303051116,209.293,0.00264201,185.072,1.3056,2,0
148029,388,303061764,259.766,0.00232384,176.876,2.00587,2,0
148029,388,303066492,210.594,0.00217555,191.961,0.9601,2,0
148029,388,303067636,224.786,0.00897754,190.778,9.69888,3,0
148029,388,303087156,312.745,0.00451064,214.227,4.00054,3,0
148029,388,303094396,218.613,0.075553,206.934,34.3761,2,0
148029,388,303100956,217.184,0.0232352,245.743,11.0177,3,0
148029,388,303106644,197.574,0.0770419,184.009,23.5462,2,0
148029,388,303108308,268.414,0.0235397,205.787,17.1948,2,0
148029,388,302337501,435.829,0.00595048,195.538,10.2348,2,1
148029,388,302350533,254.648,0.0154427,235.197,8.3176,2,0
148029,388,302347141,231.071,0.0191013,220.474,8.89525,2,0
148029,388,302352893,807.266,0.0060907,365.481,42.0933,4,0
148029,388,302367709,236.308,0.0165447,196.922,7.81496,2,0
148029,388,302359221,615.061,0.000421622,201.062,1.6207,2,0
148029,388,302365109,654.989,0.000706309,287.759,5.41908,3,0
148029,388,302392853,344.959,0.0116853,176.854,15.1464,2,0
148029,388,302373717,747.842,0.00832681,721.371,12.9216,2,0
148029,388,302409013,573.827,0.066842,566.644,68.454,2,0
148029,388,302424029,256.684,0.0224906,219.57,12.5296,2,2
148029,388,302456005,279.965,0.0234714,144.518,26.8476,2,0
148029,388,302474181,649.686,0.00541843,223.346,16.6352,2,0
148029,388,302479869,410.247,0.00391381,166.529,9.2726,2,0
148029,388,302494677,305.768,0.0185292,251.462,20.0628,2,1
148029,388,302502485,235.847,0.00684016,209.171,3.43901,2,0
148029,388,302571189,450.07,0.0154199,531.383,14.0965,5,0
148029,388,302566101,394.758,0.0263793,264.153,28.7119,2,0
148029,388,302585013,142.239,0.0278221,142.225,7.42601,2,0
148029,388,302595869,273.404,0.0272185,207.214,17.6893,2,0
148029,388,302601325,252.886,0.0106147,220.525,5.76004,2,1
148029,388,302603261,161.513,0.0353791,152.424,10.953,2,0
148029,388,302622413,236.614,0.0186295,233.652,9.24605,2,0
148029,388,302613461,261.44,0.0167997,233.517,12.1129,2,0
148029,388,302621669,308.824,0.0251883,349.268,22.1149,4,0
148029,388,302676957,473.715,0.00805366,193.849,18.8917,2,0
148029,388,302676853,253.65,0.0161644,167.455,14.1899,2,0
148029,388,302687277,355.481,0.0174006,230.022,19.6755,2,0
148029,388,302703077,386.712,0.00661677,250.469,8.20811,2,0
148029,388,302742973,184.598,0.0236136,183.9,8.15042,2,0
148029,388,302749973,302.817,0.00663007,175.259,7.98257,2,0
148029,388,302742269,450.595,0.00651926,203.859,16.8653,3,0
148029,388,302757597,217.265,0.0559021,214.814,20.1881,2,0
148029,388,302769165,241.125,0.0127832,190.772,7.51759,2,1
148029,388,302780893,247.116,0.0497143,243.83,21.0756,2,0
148029,388,302777933,282.674,0.0233652,256.847,15.4008,2,0
148029,388,302775453,403.193,0.0184821,280.058,27.0219,4,0
148029,388,302807549,323.407,0.0164013,203.226,19.1841,2,0
148029,388,302809389,419.412,0.0112644,268.282,15.8226,3,0
148029,388,302802357,355.961,0.00353503,236.818,3.83076,3,0
148029,388,302823109,734.303,0.00168352,218.489,8.6702,2,0
148029,388,302819693,226.496,0.0241019,222.366,10.0617,2,0
148029,388,302890821,202.962,0.100455,197.824,35.5623,2,2
148029,388,302897733,209.027,0.0162597,206.963,10.6592,3,0
148029,388,302888069,462.654,0.00591568,341.257,7.63012,2,0
148029,388,302917173,339.12,0.00937756,379.795,5.5464,3,0
148029,388,302910645,900.54,0.00064938,355.995,17.4571,5,0
148029,388,302926997,225.575,0.0160759,210.978,6.95435,2,0
148029,388,302906877,204.876,0.104775,188.148,42.0143,2,0
148029,388,302934021,128.141,0.0234957,124.432,5.96783,2,0
148029,388,302935549,183.429,0.0513838,178.156,17.9792,2,0
148029,388,302932213,203.716,0.0150325,199.572,6.2496,2,0
148029,388,302958093,389.531,0.0068556,227.839,9.72811,3,0
148029,388,302956301,486.396,0.00946989,182.476,20.7547,2,0
148029,388,302962037,181.595,0.0101175,135.502,4.95093,2,0
148029,388,302969109,334.391,0.0369323,321.126,24.0808,3,0
148029,388,302978997,291.874,0.118233,305.143,52.5276,3,0
148029,388,303018853,296.445,0.0420875,305.876,24.6523,3,0
148029,388,303032637,407.876,0.0101629,172.597,15.3025,2,0
148029,388,303049181,498.821,0.00190093,165.53,5.61891,2,0
148029,388,303046325,567.26,0.00404941,329.615,8.07277,3,0
148029,388,303051645,261.195,0.00904128,132.37,8.88501,2,0
148029,388,303047021,296.852,0.0159199,294.251,9.03976,2,0
148029,388,303089973,168.249,0.0246789,163.602,8.32637,2,0
148029,388,303089821,148.663,0.0352283,142.354,9.61029,2,0
148029,388,303108677,977.062,0.00230442,255.655,15.9552,2,0
148029,388,302322662,189.527,0.0618331,185.112,20.7421,2,0
148029,388,302330766,326.795,0.00705864,251.563,6.31741,4,0
148029,388,302342158,460.427,0.00968854,174.124,18.3928,2,0
148029,388,302347318,313.114,0.00290743,262.818,2.48129,3,0
148029,388,302351518,851.279,0.00305008,162.009,30.0266,2,0
148029,388,302350710,314.7,0.0356755,308.979,22.1772,4,0
148029,388,302367206,262.751,0.0309168,246.405,15.6599,3,0
148029,388,302381334,268.441,0.00653465,239.152,4.10129,2,0
148029,388,302354774,233.559,0.00527476,240.378,2.77841,3,0
148029,388,302389142,323.965,0.0171196,162.346,18.6326,2,0
148029,388,302404742,283.417,0.0336152,222.779,21.4615,3,0
148029,388,302390990,311.307,0.00913227,277.162,10.3277,4,1
148029,388,302460742,319.348,0.0386409,273.208,26.1876,2,0
148029,388,302468982,207.274,0.0248515,227.578,10.711,3,0
148029,388,302456998,303.382,0.0962236,291.105,52.1127,3,0
148029,388,302463150,540.884,0.00407536,261.556,9.01997,2,0
148029,388,302478470,205.327,0.023961,203.795,11.204,2,0
148029,388,302487886,254.488,0.0266182,158.854,19.0664,2,0
148029,388,302516942,326.637,0.0116929,275.694,8.82643,3,0
148029,388,302510934,414.809,0.0261887,346.265,23.7742,3,0
148029,388,302465358,794.015,0.00263951,364.901,11.8116,4,0
148029,388,302545142,232.616,0.0342816,217.665,16.3812,2,0
148029,388,302547646,237.052,0.0244186,188.76,12.8383,2,0
148029,388,302558110,354.834,0.00998673,162.997,12.9047,2,0
148029,388,302561558,313.832,0.015045,229.275,17.139,3,0
148029,388,302553518,266.146,0.0213661,236.563,13.5945,2,0
148029,388,302565206,187.128,0.0564334,185.435,19.2094,2,0
148029,388,302568806,278.912,0.0570354,270.44,27.1367,2,0
148029,388,302580878,476.266,0.00101446,408.379,1.34145,3,0
148029,388,302584294,267.951,0.0140119,206.985,9.93246,2,0
148029,388,302594430,156.281,0.000532314,142.555,0.35763,2,0
148029,388,302594974,264.211,0.0342846,264.134,17.0217,2,0
148029,388,302605198,292.086,0.0180965,247.971,15.576,4,0
148029,388,302625438,352.572,0.0325106,205.818,37.549,3,0
148029,388,302653118,237.725,0.0221752,236.877,9.12283,2,0
148029,388,302626886,786.308,0.00186136,165.458,13.0555,2,0
148029,388,302665958,441.894,0.00313632,151.039,9.56325,2,0
148029,388,302662262,811.094,0.00082573,327.746,3.33233,3,0
148029,388,302639702,335.992,0.0288691,289.351,24.1192,2,0
148029,388,302691150,261.781,0.0202705,139.049,18.1376,2,0
148029,388,302700222,264.476,0.0441654,180.488,23.4125,2,0
148029,388,302692470,322.478,0.0425321,325.405,36.449,4,0
148029,388,302695238,315.139,0.0115262,324.618,7.85078,3,1
148029,388,302699526,180.397,0.0596856,168.475,17.706,2,0
148029,388,302694198,192.741,0.0523821,187.625,15.9704,2,0
148029,388,302703582,1285.62,0.00126804,549.601,8.0063,3,0
148029,388,302720678,226.593,0.0291566,177.632,15.5394,2,0
148029,388,302744886,199.551,0.0855689,157.807,35.1558,2,1
148029,388,302748854,213.705,0.0406755,198.378,18.4775,2,0
148029,388,302752942,431.012,0.00631807,445.787,5.84718,4,0
148029,388,302743526,162.491,0.0323387,219.437,10.2046,3,0
148029,388,302762926,203.316,0.0784235,184.797,23.357,2,0
148029,388,302776534,226.813,0.0131858,202.838,4.73067,2,0
148029,388,302777094,590.019,0.00397015,183.478,13.779,2,0
148029,388,302786446,283.553,0.0323872,244.012,17.1709,2,0
148029,388,302799462,387.401,0.00595731,296.177,6.52569,2,0
148029,388,302811326,298.86,0.0306695,217.053,24.3759,3,0
148029,388,302814686,407.427,0.00152849,274.948,1.83519,3,0
148029,388,302821590,260.974,0.0105843,210.055,6.44315,2,0
148029,388,302821942,757.334,0.0091791,438.335,27.0276,4,0
148029,388,302854758,333.978,0.00774257,185.434,8.48323,3,0
148029,388,302865070,546.516,0.00158448,324.161,3.27851,3,0
