Run,Lumi,Event,MR,Rsq,HT,MET,nJets,nBJets
149181,986,970727447,202.419,0.0198418,196.594,7.22001,2,0
149181,986,970661015,948.817,0.00829876,295.54,41.8687,2,0
149181,986,970727167,285.166,0.00412955,252.474,2.4861,3,0
149181,986,970739263,384.639,0.0164147,379.71,10.9457,3,0
149181,986,970742199,457.758,0.0164438,327.228,26.2303,3,0
149181,986,970763023,652.451,0.00245209,467.344,8.841,4,0
149181,986,970767055,403.208,0.00518887,234.984,7.15888,3,0
149181,986,970764991,722.169,0.00439911,313.531,18.4001,3,0
149181,986,970789663,290.292,0.0782293,265.152,40.8975,2,0
149181,986,970796159,189.9,0.020695,139.982,8.80751,2,0
149181,986,970801415,288.18,0.0250324,212.076,19.2194,3,0
149181,986,970788575,689.744,0.0036775,294.259,12.5347,2,0
149181,986,970686143,429.525,0.00936903,209.888,20.011,3,0
149181,986,970790727,396.945,0.0150419,212.404,22.5792,2,0
149181,986,970739759,230.04,0.0203877,223.568,10.2127,2,0
149181,986,970835223,435.395,0.0101997,180.172,19.2094,2,0
149181,986,970826911,236.72,0.0749871,234.595,28.8671,2,0
149181,986,970814807,319.038,0.0161675,198.631,14.5235,2,0
149181,986,970837863,163.728,0.0917786,142.554,40.921,2,0
149181,986,970808079,256.324,0.0419874,241.415,21.8417,2,0
149181,986,970836575,414.57,0.0115483,379.257,10.1316,3,0
149181,986,970813399,291.813,0.0262589,287.759,15.4629,2,0
149181,986,970849319,334.825,0.0357541,230.535,35.1225,2,0
149181,986,970827023,220.885,0.0924772,220.779,32.8192,2,0
149181,986,970867487,268.073,0.00714132,233.807,4.6349,2,0
149181,986,970856311,189.034,0.0381232,237.623,14.3063,4,0
149181,986,970834919,314.722,0.0182358,243.044,14.9945,3,0
149181,986,970861879,186.085,0.0147423,185.974,5.73362,2,0
149181,986,970889311,259.388,0.0333799,228.952,18.5521,2,0
149181,986,970875079,206.389,0.0449901,244.24,20.685,3,1
149181,986,970912543,305.478,0.0199252,322.062,11.5538,4,0
149181,986,970911111,246.573,0.038248,216.984,19.1118,2,0
149181,986,970916367,158.981,0.0479694,158.806,17.3868,2,0
149181,986,970927679,437.241,0.00508659,202.512,8.87909,2,0
149181,986,970927943,286.257,0.0579762,200.242,41.7884,2,0
149181,986,970922047,505.594,0.0276061,407.756,35.8547,2,0
149181,986,970945375,267.287,0.0172667,259.17,8.76637,2,0
149181,986,970959263,1459.2,0.00177074,232.366,20.3524,2,0
149181,986,970948031,665.885,0.00195736,225.086,7.71608,3,0
149181,986,970986911,195.424,0.0826932,187.419,26.617,2,0
149181,986,970985623,409.414,0.00585381,322.987,7.03732,4,0
149181,986,970985255,277.739,0.0182112,275.945,9.57599,2,0
149181,986,970983319,285.032,0.0257863,276.012,14.1316,2,0
149181,986,970986055,424.12,0.00145558,241.299,5.07204,3,0
149181,986,971015215,294.717,0.00979623,173.742,9.67592,2,0
149181,986,971012799,323.641,0.00788471,211.546,7.12085,2,0
149181,986,971016463,236.668,0.027179,199.753,13.0365,2,0
149181,986,971029279,714.059,0.00470371,201.872,18.5995,2,0
149181,986,971028487,221.324,0.0302187,200.222,13.8273,2,0
149181,986,971028311,214.899,0.0156552,185.406,8.23611,2,0
149181,986,971031479,366.816,0.0197212,207.967,25.0308,2,0
149181,986,971035407,701.294,0.0049774,326.781,31.6947,3,1
149181,986,971043831,257.268,0.0465107,227.081,22.1189,2,0
149181,986,971042687,280.351,0.01535,244.066,10.3699,3,0
149181,986,971041919,384.79,0.00961141,260.877,10.8992,2,0
149181,986,971030727,290.802,0.0246721,288.08,14.2268,3,0
149181,986,971056271,615.484,0.000297032,202.911,1.01508,2,0
149181,986,971061247,218.055,0.0197291,216.809,11.3725,2,0
149181,986,971058295,276.395,0.0321506,157.044,26.6134,2,0
149181,986,971072695,515.481,0.0343978,503.498,39.781,4,0
149181,986,971073519,192.782,0.0452184,190.829,15.9784,2,0
149181,986,971089207,192.77,0.0146487,192.75,7.05767,2,0
149181,986,971105327,359.583,0.0438534,402.117,30.4489,5,0
149181,986,971111351,195.795,0.0419395,195.647,18.0467,2,0
149181,986,971096599,175.272,0.0337697,189.043,10.3341,3,0
149181,986,971123191,407.46,0.00619382,413.932,5.07181,3,0
149181,986,971146943,273.501,0.0339607,188.885,21.9446,2,0
149181,986,971147055,283.66,0.0277069,208.059,20.9414,3,0
149181,986,971162791,353.213,0.0108482,339.05,8.65665,3,0
149181,986,971181287,190.892,0.083327,173.178,27.0267,2,0
149181,986,971192967,464.194,0.0279314,263.268,40.2116,2,0
149181,986,971198231,209.141,0.0604745,226.291,16.0305,4,0
149181,986,971217327,236.22,0.0118613,214.227,5.66996,2,0
149181,986,971177735,338.748,0.0131666,208.596,15.8433,2,0
149181,986,971229263,650.057,0.00294319,266.37,16.4109,3,0
149181,986,971208567,489.455,0.00561859,212.892,12.2403,2,0
149181,986,971216887,474.741,0.00981041,262.401,16.078,3,0
149181,986,971241623,257.841,0.0173076,202.461,13.3568,3,0
149181,986,971245935,469.917,0.0031898,219.069,10.094,3,0
149181,986,971252791,398.868,0.0351638,223.009,36.6019,2,0
149181,986,971254511,473.418,0.000667107,179.93,2.09302,2,0
149181,986,971256495,239.487,0.0677815,236.004,28.3419,2,0
149181,986,971247135,326.316,0.0268257,209.802,20.5532,2,0
149181,986,971271631,240.243,0.0230551,270.227,12.3539,3,0
149181,986,971281991,199.187,0.0517232,192.869,20.2357,2,0
149181,986,971239903,194.649,0.107276,165.317,40.6151,2,0
149181,986,971315855,357.7,0.00246033,166.589,3.77461,2,0
149181,986,971265399,404.643,0.0164493,308.137,16.5392,2,0
149181,986,971335055,641.213,0.00541892,225.082,18.6054,2,0
149181,986,971333623,182.232,0.0705083,168.21,19.8941,2,0
149181,986,971341007,543.936,0.00352213,247.769,13.5247,3,0
149181,986,971347831,173.441,0.0359783,202.841,13.6178,3,0
149181,986,971352615,151.751,0.0136834,144.395,4.83701,2,0
149181,986,971351047,136.526,0.0434031,136.448,9.19174,2,0
149181,986,971356799,361.579,0.0500604,361.555,31.9345,2,0
149181,986,971363311,609.895,0.00370515,276.35,11.3183,2,0
149181,986,971378999,269.415,0.0260771,175.238,19.1008,2,0
149181,986,971387639,216.172,0.0220012,207.58,9.84105,2,0
149181,986,971381039,402.797,0.00221121,229.221,16.1109,4,0
149181,986,971394175,323.81,0.012948,263.118,10.9624,2,0
149181,986,971313751,516.357,0.0112185,247.715,23.6608,3,0
149181,986,971425991,374.716,0.0251293,220.642,27.1125,3,0
149181,986,971454135,208.883,0.0164844,199.001,7.71779,2,0
149181,986,971449303,287.672,0.00790549,192.378,6.33758,2,0
149181,986,971460111,263.25,0.0263867,247.445,14.9957,2,0
149181,986,971248687,1251.71,0.00288181,380.81,22.1902,2,0
149181,986,971418351,937.171,0.00112912,315.571,11.5615,3,0
149181,991,975575112,277.987,0.0574373,183.372,42.3016,3,0
149181,991,975576296,832.18,0.00172154,212.935,11.8286,3,0
149181,991,975606840,416.62,0.003423,273.427,8.05599,4,0
149181,991,975608448,210.56,0.0241945,172.258,12.2851,2,0
149181,991,975624840,457.347,0.0164611,332.541,26.2222,3,0
149181,991,975627312,476.186,0.00420865,214.234,8.06007,2,0
149181,991,975654232,227.26,0.0234597,208.503,18.3953,3,0
149181,991,975667280,245.767,0.0803665,288.205,40.5189,3,1
149181,991,975663248,219.523,0.0405767,193.011,18.9498,2,0
149181,991,975676128,650.551,0.0090981,383.756,20.7583,3,0
149181,991,975661376,295.159,0.0241155,277.336,15.5435,2,0
149181,991,975694088,237.812,0.0392687,230.453,18.0947,2,0
149181,991,975692064,298.144,0.0409411,250.652,26.1019,3,0
149181,991,975704248,241.92,0.0170795,205.603,9.74912,2,0
149181,991,975675832,235.12,0.0429509,227.378,18.3318,2,0
149181,991,975704656,244.445,0.01926,222.765,9.8495,2,0
149181,991,975702384,331.109,0.0206815,142.847,17.7635,2,0
149181,991,975701880,262.724,0.0261834,250.421,15.3616,2,0
149181,991,975711912,177.225,0.025608,166.807,9.13454,2,0
149181,991,975713688,439.886,0.0102426,183.416,19.0505,2,0
149181,991,975730272,266.831,0.014835,209.873,9.02932,2,0
149181,991,975679944,551.637,0.0408556,579.245,41.8828,3,0
149181,991,975727888,245.925,0.0573302,173.683,31.271,2,0
149181,991,975731096,215.198,0.0692355,214.586,29.5313,3,0
149181,991,975740776,225.246,0.00842392,230.59,5.04513,3,0
149181,991,975763216,715.415,0.00141797,159.974,8.62119,2,0
149181,991,975767280,796.09,0.00222019,186.699,13.9748,2,0
149181,991,975768000,229.206,0.00218981,218.882,1.11179,2,0
149181,991,975767296,175.341,0.0233645,171.958,8.48064,2,0
149181,991,975762408,460.702,0.00652364,276.571,9.61808,2,0
149181,991,975753336,222.31,0.0212316,231.68,8.32761,3,0
149181,991,975781752,388.684,0.00582427,306.086,6.72257,2,0
149181,991,975776056,210.136,0.022727,193.348,10.607,2,0
149181,991,975782368,179.447,0.0797716,157.928,26.6473,2,0
149181,991,975773664,463.731,0.00504746,297.298,7.95283,3,0
149181,991,975786296,349.738,0.00872093,207.1,9.08351,2,0
149181,991,975786072,264.015,0.0416946,199.296,27.7436,2,0
149181,991,975795472,361.536,0.0134825,327.504,10.3189,3,0
149181,991,975815112,246.033,0.0202145,218.131,9.17542,2,0
149181,991,975878272,341.558,0.0052578,194.665,5.99925,2,0
149181,991,975883848,372.17,0.00736159,202.236,9.70702,2,0
149181,991,975915024,242.261,0.0108229,207.316,5.88323,2,0
149181,991,975914536,1006.21,0.00185718,356.361,19.6829,4,0
149181,991,975929832,245.25,0.00727615,200.334,6.62747,3,0
149181,991,975937424,542.367,0.00262051,151.863,15.1732,2,0
149181,991,975937272,382.194,0.0177271,366.799,12.1927,3,0
149181,991,975949800,495.001,0.0162969,404.835,18.4607,2,0
149181,991,975974816,218.486,0.0127282,164.039,9.05404,2,0
149181,991,975970776,262.232,0.0167086,226.721,9.98903,2,0
149181,991,975982216,927.861,0.00326821,304.065,19.7132,3,0
149181,991,975986160,305.469,0.00399225,256.133,2.63307,2,0
149181,991,975974888,502.647,0.0179947,277.143,27.3649,3,0
149181,991,975995384,242.408,0.0374128,218.069,17.9303,2,0
149181,991,975981720,377.824,0.0150655,223.145,19.4907,3,0
149181,991,976007592,210.376,0.0175196,186.462,9.93302,2,0
149181,991,975994240,210.348,0.108621,258.973,38.3013,4,0
149181,991,975997848,353.365,0.0442568,277.765,31.1796,4,0
149181,991,976012200,211.854,0.0303519,194.551,12.8042,2,0
149181,991,975939272,377.068,0.00682539,243.474,9.01557,2,0
149181,991,975991960,234.725,0.0360148,230.007,16.1145,2,0
149181,991,976007832,194.588,0.0384952,235.314,13.6316,3,0
149181,991,976028520,276.604,0.00542177,209.628,3.37474,2,0
149181,991,976040400,266.007,0.0169699,264.604,8.92007,2,0
149181,991,976059712,363.828,0.0311446,370.936,21.988,4,0
149181,991,976076928,195.485,0.00665736,155.923,3.74732,2,0
149181,991,976082864,252.86,0.03168,247.222,17.3691,3,0
149181,991,976079096,522.165,0.00942009,273.296,20.2138,3,0
149181,991,976110904,293.684,0.00545543,163.74,5.69051,2,0
149181,991,976091536,228.996,0.028224,251.781,12.2825,3,0
149181,991,976105584,244.213,0.109389,218.287,45.1921,2,1
149181,991,976144472,394.982,0.00197567,175.754,3.39635,2,0
149181,991,976155960,432.058,0.0069844,214.855,13.201,2,0
149181,991,976134072,221.567,0.00581354,172.052,4.24763,2,0
149181,991,976179144,378.45,0.0363467,372.13,24.5587,3,0
149181,991,976198488,258.045,0.00673974,185.779,4.86218,2,0
149181,991,976213808,215.234,0.0410564,278.289,17.7106,3,0
149181,991,976211400,393.801,0.00290386,184.866,5.53483,2,0
149181,991,976228944,171.577,0.00670081,166.469,2.23446,2,0
149181,991,976210272,427.302,0.0122276,410.985,17.8456,3,0
149181,991,976237520,240.567,0.0431438,247.185,20.6851,3,0
149181,991,976240416,547.592,0.00238769,201.842,8.75338,3,0
149181,991,976191552,377.755,0.00249834,470.485,2.94798,5,0
149181,991,976132240,969.803,0.000366921,350.489,6.00475,3,0
149181,991,976251752,401.575,0.0143421,265.509,15.604,3,0
149181,991,976263456,347.532,0.0131898,303.517,9.90854,3,0
149181,991,976286976,237.08,0.0647801,223.219,30.6195,2,0
149181,991,976294928,725.212,0.000618538,294.112,2.2183,2,0
149181,991,976306224,246.796,0.0262728,266.084,12.0046,4,0
149181,991,976315136,348.39,0.0368514,302.13,26.7299,3,0
149181,991,976320880,278.96,0.0162886,226.109,11.3351,2,0
149181,991,976315688,282.772,0.00534765,262.548,7.0041,3,0
149181,991,976332672,1257.37,0.00174504,300.719,25.3698,3,0
149181,991,976354920,793.361,0.00306333,623.798,11.8649,4,0
149181,991,976341880,306.96,0.00405879,192.921,3.78984,2,0
149181,991,976346000,159.801,0.0864449,225.851,22.8716,3,0
149181,991,976371136,126.951,0.0827229,181.048,20.5588,3,0
149181,991,976352776,491.528,0.0074216,256.981,13.3579,2,0
149181,991,976370856,281.825,0.0239664,238.247,13.7842,3,0
149181,991,976383368,353.101,0.000806415,254.547,0.779453,3,0
149181,991,976375040,237.863,0.00722991,212.093,3.36667,2,0
149181,991,976394168,701.38,0.00161977,371.986,4.01482,3,0
149181,991,976392688,214.194,0.034406,186.859,17.4877,2,0
149181,991,976389536,257.297,0.0292846,216.002,16.6275,3,0
149181,991,976397064,487.852,0.00667888,246.317,16.5966,3,0
149181,991,976411040,488.18,0.00796726,272.278,12.7226,2,0
149181,991,976404352,200.989,0.0111077,195.66,4.17071,2,0
149181,991,976408616,304.11,0.0044139,326.142,2.89762,4,0
149181,991,976421768,275.416,0.0034128,204.236,2.34974,2,0
149181,991,976421408,229.954,0.0358428,186.689,18.5594,2,0
149181,991,976386968,792.447,0.0123826,454.204,33.8943,4,0
149181,991,976452856,287.078,0.0184765,217.215,12.0775,2,0
149181,991,976489648,231.018,0.0392861,217.392,19.6369,2,0
149181,991,976488320,421.003,0.0318217,327.997,32.1699,2,0
149181,991,976509584,221.115,0.0267609,186.977,12.9707,2,0
149181,991,976515776,246.257,0.0156857,245.921,7.92136,2,0
149181,991,976514336,271,0.0260994,258.807,19.4226,3,0
149181,991,976528128,227.739,0.0403601,204.94,17.563,2,0
149181,991,976523192,527.296,0.0110415,446.76,13.729,4,0
149181,991,976548320,444.652,0.00551945,255.718,9.428,4,0
149181,991,976561896,406.472,0.012006,170.913,21.1462,2,0
149181,991,976574920,363.75,0.0126287,241.312,14.098,2,0
149181,991,976565944,242.65,0.00682046,175.585,4.68946,2,0
149181,991,975571129,274.822,0.0197178,172.387,17.6135,2,0
149181,991,975580737,432.279,0.0029993,213.927,5.05221,2,0
149181,991,975575009,302.065,0.016277,223.157,15.3049,2,0
149181,991,975600089,224.524,0.00147153,220.104,1.27756,3,0
149181,991,975603657,287.333,0.0110926,268.867,6.48874,2,0
149181,991,975604425,295.832,0.00926724,182.193,9.95115,2,0
149181,991,975598049,405.241,0.0133861,396.655,10.7044,2,0
149181,991,975596025,531.72,0.0186702,562.393,19.4164,4,0
149181,991,975626977,463.872,0.00746874,217.067,14.8425,2,0
149181,991,975592065,240.156,0.048871,235.904,19.9228,3,0
149181,991,975636825,205.501,0.0455928,190.471,22.8742,2,0
149181,991,975636065,192.433,0.0308649,242.815,11.7324,3,0
149181,991,975657777,250.991,0.0586871,209.647,30.309,2,0
149181,991,975650905,354.528,0.0198688,331.551,16.0271,3,0
149181,991,975592585,1003.42,0.00774542,521.496,78.5804,6,1
149181,991,975663417,436.23,0.00309917,237.946,11.3874,3,0
149181,991,975679929,394.429,0.0171408,263.023,27.904,3,0
149181,991,975686809,378.084,0.00612868,219.161,9.4068,3,0
149181,991,975691713,305.885,0.0182068,215.926,13.6803,2,0
149181,991,975697505,220.27,0.00743843,199.311,3.7228,2,0
149181,991,975701017,336.187,0.00354141,179.863,4.15299,2,0
149181,991,975692473,300.585,0.0175427,256.703,10.8852,3,0
149181,991,975698313,330.905,0.0177849,188.681,16.0202,2,0
149181,991,975704585,287.077,0.0338088,210.912,22.9777,2,0
149181,991,975707233,234.243,0.013758,195.436,9.71542,3,0
149181,991,975707545,434.621,0.00784773,200.763,32.6083,3,0
149181,991,975720313,276.987,0.027638,272.916,14.9604,2,0
149181,991,975754841,393.408,0.00467565,166.624,10.7229,2,0
149181,991,975763041,279.54,0.0141529,196.241,9.94771,2,0
149181,991,975771601,753.007,0.00482481,180.931,22.9498,2,0
149181,991,975775177,260.154,0.025143,230.606,13.0758,2,0
149181,991,975743193,706.099,0.00114908,381.049,8.41277,4,0
149181,991,975764113,292.464,0.00928289,224.238,6.03084,3,1
149181,991,975785329,236.594,0.0467036,174.766,24.3302,2,0
149181,991,975798505,263.84,0.0258982,263.725,14.6739,2,0
149181,991,975796049,256.185,0.0131102,229.855,7.81304,2,0
149181,991,975803049,219.54,0.0163809,228.698,8.88514,3,0
149181,991,975797993,268.592,0.0138278,239.782,8.8824,2,0
149181,991,975810561,260.906,0.0188399,254.252,10.777,2,0
149181,991,975815233,226.445,0.0205849,170.451,10.9849,2,1
149181,991,975803953,495.828,0.0311164,409.706,36.286,3,0
149181,991,975819425,382.672,0.013443,302.562,12.1904,2,0
149181,991,975822329,433.812,0.00938541,258.923,12.9324,2,0
149181,991,975730841,290.309,0.00771521,190.563,6.29955,2,0
149181,991,975837409,211.709,0.0157131,184.458,7.30491,3,0
149181,991,975853889,216.527,0.0335564,212.264,15.7487,2,0
149181,991,975830241,278.205,0.0256106,216.764,16.9864,2,0
149181,991,975817353,602.011,0.0116523,651.139,13.4786,5,0
149181,991,975821105,1036.25,0.00199497,354.489,17.6172,4,0
149181,991,975878937,166.269,0.03874,242.587,17.7801,3,0
149181,991,975884649,361.319,0.0150788,194.858,18.2902,2,0
149181,991,975886689,408.579,0.00603681,222.915,8.43599,2,0
149181,991,975829033,362.47,0.0258286,351.746,19.4442,3,0
149181,991,975864897,320.081,0.011347,273.453,7.19507,2,0
149181,991,975896361,282.493,0.017256,231.608,13.2817,3,0
149181,991,975882761,320.853,0.0174181,212.939,14.4328,2,0
149181,991,975888721,356.333,0.00643446,168.528,8.78005,2,0
149181,991,975901609,458.517,0.00621092,203.264,11.0346,3,0
149181,991,975902921,402.875,0.00893434,242.043,10.3636,2,0
149181,991,975933217,375.894,0.00968802,302.532,9.24044,3,0
149181,991,975948657,217.328,0.0104354,202.925,4.96312,2,0
149181,991,975952505,333.605,0.0317469,293.678,22.0754,2,0
149181,991,975952065,184.817,0.0329111,139.863,14.6251,2,0
149181,991,975956081,150.098,0.0414686,149.094,10.5678,2,0
149181,991,975964881,259.269,0.0729733,224.025,36.783,2,0
149181,991,975895721,755.631,0.015809,364.742,36.0356,3,0
149181,991,975962817,172.838,0.0207821,165.767,7.09408,2,0
149181,991,975964417,416.357,0.0227495,384.908,24.2777,4,0
149181,991,975986569,315.28,0.0402689,208.272,29.779,2,0
149181,991,975976649,256.508,0.0079211,267.901,4.38813,4,0
149181,991,975955625,322.801,0.0170999,252.108,15.6671,3,0
149181,991,975990985,228.371,0.0161436,128.384,12.285,2,0
149181,991,976006313,426.17,0.0115082,336.501,11.7906,3,0
149181,991,976007073,321.581,0.00903924,236.683,7.80484,2,0
149181,991,976000273,213.666,0.0165209,199.794,8.19554,2,0
149181,991,976013233,470.803,0.0104072,306.854,14.559,3,0
149181,991,976032409,252.673,0.0562688,229.762,26.5517,2,0
149181,991,976036449,544.843,0.00311677,400.668,12.402,3,0
149181,991,976044249,345.108,0.0110891,214.341,13.6596,2,0
149181,991,976044849,378.133,0.00921272,204.996,14.4965,3,0
149181,991,976049537,153.136,0.0316115,153.119,10.2285,2,0
149181,991,976052625,400.861,0.00299227,238.902,4.12815,3,0
149181,991,976079009,459.403,0.015945,235.665,22.3869,2,0
149181,991,976078513,191.206,0.063004,188.665,22.9244,2,0
149181,991,976066081,732.31,0.00131043,302.865,7.24552,3,0
149181,991,976074785,449.165,0.0092495,460.936,8.1855,4,0
149181,991,976062025,389.024,0.00725434,349.153,6.21255,3,0
149181,991,976089817,252.417,0.0160048,245.256,8.67873,2,0
149181,991,976084545,224.121,0.0482373,185.43,23.6609,2,0
149181,991,976089153,465.55,0.00530353,208.311,10.319,2,0
149181,991,976091329,529.075,0.0104133,244.963,22.1036,2,0
149181,991,976028977,483.328,0.00399628,202.333,17.3008,3,0
149181,991,976078809,377.42,0.0123206,324.161,11.5971,3,1
149181,991,976108273,220.371,0.0141432,218.201,6.38506,2,0
149181,991,976089289,322.488,0.00680409,305.265,3.85759,2,0
149181,991,976105537,394.206,0.0083973,194.429,11.7278,2,0
149181,991,976102073,233.154,0.0333118,275.034,15.0137,3,0
149181,991,976108209,416.983,0.00722251,295.016,8.27938,3,0
149181,991,976115897,243.707,0.0369955,182.705,22.0402,2,0
149181,991,976121465,307.267,0.00985266,205.798,9.0854,3,0
149181,991,976121705,433.007,0.00173369,217.622,2.95211,2,0
149181,991,976093113,757.136,0.00652869,464.244,15.3936,2,0
149181,991,976150537,206.405,0.0407455,153.9,23.5881,2,0
149181,991,976148937,269.881,0.0054537,239.795,3.22351,2,0
149181,991,976148497,456.563,0.0066634,196.591,15.0425,2,0
149181,991,976182273,295.358,0.051954,240.731,33.073,2,0
149181,991,976171433,556.577,0.00846526,378.973,14.1668,2,0
149181,991,976192001,256.341,0.0424064,150.176,33.6553,2,0
149181,991,976186745,539.986,0.0120797,278.04,22.3531,2,0
149181,991,976194873,206.048,0.0277938,222.032,13.308,3,0
149181,991,976191641,283.247,0.022813,232.906,12.2669,2,0
149181,991,976213233,210.244,0.0367096,186.273,16.3309,2,0
149181,991,976223673,533.516,0.0132379,325.196,21.7197,2,0
149181,991,976224697,217.128,0.0117173,166.035,7.2129,2,0
149181,991,976240345,212.622,0.00564102,198.388,2.53334,2,0
149181,991,976233113,390.661,0.0076158,223.179,10.5649,3,0
149181,991,976227617,275.833,0.00486165,186.691,5.46194,3,0
149181,991,976257825,357.942,0.01548,296.546,12.7713,3,0
149181,991,976249321,501.067,0.00410948,257.94,11.4439,3,0
149181,991,976265289,238.416,0.00694953,231.442,4.53548,3,0
149181,991,976282417,188.752,0.0195239,185.78,6.78446,2,0
149181,991,976285945,290.832,0.0175893,309.017,12.0402,3,0
149181,991,976291441,324.446,0.0166295,324.3,10.4937,2,0
149181,991,976300049,552.76,0.0170194,517.391,19.3154,2,0
149181,991,976324529,241.343,0.105176,241.334,35.3176,2,0
149181,991,976360209,460.015,0.0215043,302.631,41.5039,4,0
149181,991,976359281,287.146,0.0110018,176.496,9.28943,2,0
149181,991,976366649,344.278,0.00137819,338.618,0.970075,2,0
149181,991,976350361,236.558,0.0365341,260.259,15.4388,3,0
149181,991,976355257,179.264,0.04207,167.535,14.1982,2,0
149181,991,976378913,177.03,0.0172491,172.647,6.59406,2,0
149181,991,976385985,227.774,0.0147834,219.569,6.7686,2,0
149181,991,976409713,186.832,0.0203489,184.984,7.69851,2,0
149181,991,976419025,355.405,0.0272522,355.381,18.0765,2,0
149181,991,976424345,1199.1,0.00098888,191.478,13.716,2,0
149181,991,976421721,294.745,0.01634,263.843,10.1826,2,0
149181,991,976435353,226.533,0.0261535,177.077,12.9721,2,0
149181,991,976442641,439.61,0.0174413,234.862,28.0958,2,1
149181,991,976436593,747.92,0.00312895,522.375,6.82293,3,0
149181,991,976471401,363.162,0.00616853,155.285,10.3434,2,0
149181,991,976477409,349.029,0.0161447,240.918,15.5196,2,0
149181,991,976473513,340.36,0.0199334,222.467,19.6872,2,0
149181,991,976474161,310.552,0.025419,243.186,18.3523,2,0
149181,991,976474097,293.707,0.0252803,189.698,17.9088,2,1
149181,991,976498329,372.696,0.0128808,248.575,15.1387,2,0
149181,991,976494921,207.629,0.0164882,189.336,7.35485,2,0
149181,991,976501033,250.07,0.0243435,263.661,11.1298,4,1
149181,991,976471905,494.314,0.00320856,239.444,7.26896,3,0
149181,991,976526385,337.041,0.0311615,235.577,24.9031,2,0
149181,991,976527169,400.824,0.00686099,220.25,8.6095,2,0
149181,991,976523137,378.191,0.0433171,356.737,31.5481,3,0
149181,991,976533753,181.531,0.017051,176.533,5.08525,2,0
149181,991,976532929,272.644,0.0474981,222.561,27.5587,2,0
149181,991,976521801,599.123,0.00153072,244.587,9.51365,3,0
149181,991,976511145,249.841,0.0237657,224.614,13.8286,4,0
149181,991,976503401,295.654,0.0536695,289.513,27.0582,2,0
149181,991,976484817,344.623,0.01792,215.399,15.2634,2,0
149181,991,976539265,297.86,0.00992642,237.345,6.934,2,0
149181,991,976563497,258.543,0.0519479,269.095,21.0361,3,0
149181,991,976564185,447.346,0.0235783,343.933,39.1461,4,0
149181,991,976566937,179.474,0.048724,168.764,15.9435,2,0
149181,991,976568089,240.249,0.0222891,222.98,11.0151,2,0
149181,991,976559281,532.808,0.0308823,520.475,30.6599,2,0
149181,991,976578441,375.204,0.0284383,330.862,23.8157,2,0
149181,991,976570753,272.861,0.0360755,247.774,20.6885,2,0
149181,991,976565993,292.557,0.0783445,362.271,33.9713,4,0
149181,991,976579153,292.414,0.0236735,233.113,17.034,2,0
149181,991,976583489,224.341,0.0495107,204.723,20.9371,2,0
149181,991,976583697,371.694,0.0325504,345.026,24.1572,2,0
149181,991,975575706,433.89,0.00202283,223.613,4.53366,3,0
149181,991,975585098,140.216,0.0374825,140.067,17.4762,2,0
149181,991,975592026,256.902,0.0192912,247.136,10.0479,2,0
149181,991,975590722,400.412,0.0178243,300.656,18.3469,2,0
149181,991,975635930,986.875,0.00301856,289.762,27.647,3,0
149181,991,975653786,197.01,0.0197116,215.861,6.82287,3,0
149181,991,975648754,748.587,0.0026079,343.039,16.1502,3,0
149181,991,975687146,199.031,0.00610647,179.238,2.64978,2,0
149181,991,975697154,269.946,0.0368129,198.504,26.3571,2,0
149181,991,975706234,268.356,0.025954,198.165,15.0396,2,0
149181,991,975706562,467.357,0.0067069,319.888,9.75092,3,0
149181,991,975676778,365.491,0.0210617,315.959,17.6882,4,0
149181,991,975696146,199.789,0.0180337,193.276,5.56346,2,0
149181,991,975722754,244.335,0.0144326,137.733,13.1261,2,0
149181,991,975740778,435.009,0.0222711,244.934,28.4888,2,0
149181,991,975720426,376.439,0.0230525,393.794,19.1915,4,1
149181,991,975744458,753.546,0.00430389,235.845,23.0683,2,0
149181,991,975760738,249.112,0.00678871,224.221,3.9343,2,0
149181,991,975775394,300.824,0.0248151,176.855,20.2662,2,0
149181,991,975794154,233.104,0.00285012,185.762,1.65756,2,0
149181,991,975813610,250.155,0.0107398,193.162,10.2644,3,0
149181,991,975805090,191.31,0.0118293,193.701,5.51266,3,0
149181,991,975854386,951.599,0.00283142,512.132,10.1659,3,0
149181,991,975855042,346.524,0.0135391,262.65,11.3429,2,0
149181,991,975890362,208.74,0.0254361,184.878,10.6456,2,0
149181,991,975913186,213.976,0.0581262,217.872,21.1468,3,0
149181,991,975922834,344.795,0.0180057,233.396,15.7293,2,0
149181,991,975928242,321.571,0.0108928,194.383,10.3844,2,0
149181,991,975938330,229.554,0.0248903,223.753,11.6123,2,0
149181,991,975940482,370.556,0.0142123,282.202,13.6377,2,0
149181,991,975952490,374.163,0.00550183,185.742,7.92772,2,0
149181,991,975952866,241.513,0.0356878,217.326,18.1069,2,0
149181,991,975953282,242.024,0.0202967,261.799,9.70637,3,0
149181,991,975952178,277.127,0.0418991,333.468,29.8567,3,0
149181,991,975951530,187.766,0.023208,170.362,9.22935,2,0
149181,991,975960458,284.647,0.00502473,273.94,3.04661,3,0
149181,991,975973970,274.595,0.0263464,252.959,14.5474,2,0
149181,991,975988282,239.602,0.0384463,228.107,18.3656,2,0
149181,991,975973538,222.278,0.0497719,203.115,23.3518,2,0
149181,991,975984602,226.915,0.0349412,197.441,16.6572,2,0
